sample,value
0,6.582659719165336
1,4.4312303264878405
2,3.773888194254854
3,2.4882902829612057
4,1.854923106684819
5,1.5246166796842813
6,0.9086384946711203
7,0.3006969575910081
8,0.17416817250089553
9,0.25534402002290957
10,0.11551831553293601
11,0.15229199234667068
12,0.20877548780089666
13,0.16532062094315192
14,0.15639144055942117
15,0.18740456891024504
16,0.10938454887423821
17,0.17188892174971993
18,0.17541768750984155
19,0.053914300508910495
20,0.10016929577323536
21,0.14970277547344057
22,0.1852775875874358
23,0.23078955155733916
24,0.1864686394731249
25,0.18485724477067164
26,0.19611647681117908
27,0.23116528032010325
28,0.22452398502387047
29,0.2003491273798037
30,0.21352202383825789
31,0.12624132972862956
32,0.16536302272254544
33,0.1785325193788543
34,0.12205830648790159
35,0.1190014076360695
36,0.18422442496776786
37,0.2389316379424583
38,0.25069064777299427
39,0.23195955545362948
40,0.18203154346817263
41,0.13968334140998956
42,0.1017215428178718
43,0.12349762497762146
44,0.12465042223805312
45,0.18852454433451935
46,0.19571632278577944
47,0.13803083559400364
48,0.15481326848307037
49,0.1430149683970981
50,0.1924190390869997
51,0.14903641655035205
52,0.09801738685480224
53,0.16855466365421223
54,0.1357986523589088
55,0.13413027229912886
56,0.16898656625123284
57,0.09689813810769334
58,0.15357568310588665
59,0.10454067372738718
60,0.12976672403883258
61,0.1093609371005564
62,0.23680799323522628
63,0.19828263481826783
64,0.13961436360765464
65,0.19711522949427085
66,0.19329933075903094
67,0.12290673350310011
68,0.12208959225584502
69,0.09757118862103886
70,0.1511221960515301
71,0.18812604048274195
72,0.157898256169428
73,0.17232453099274436
74,0.1694904809339405
75,0.14649960818527386
76,0.08358265613404015
77,0.20969732029654892
78,0.18843280296158366
79,0.1942186178354407
80,0.1857835180216788
81,0.22927294807266474
82,0.15791382511525245
83,0.17908141379619763
84,0.14554592903004948
85,0.2046575533565037
86,0.15547257068946307
87,0.09764423682984869
88,0.10553116711726379
89,0.13023178413033118
90,0.1711590630052372
91,0.0672371471344112
92,0.16207639107727564
93,0.10494927440939054
94,0.19572274868441117
95,0.2279395294318694
96,0.1612440154293394
97,0.23233300841808263
98,0.16117681073415363
99,0.21822648230382025
100,0.17055836450505835
101,0.2009871129719685
102,0.1090957177197306
103,0.141107724092867
104,0.08230668232485475
105,0.1699691090524448
106,0.1498896692081046
107,0.15693815471854178
108,0.12610756362703773
109,0.19288772425413367
110,0.1642319785674544
111,0.1389855031251725
112,0.1587263985731983
113,0.1691755765880525
114,0.1860539498444957
115,0.15284045858186948
116,0.1295476127583772
117,0.18077521913720324
118,0.13215162508334263
119,0.21722025814735027
120,0.11660471663119201
121,0.15372085779285807
122,0.15059372234314208
123,0.2055728092590039
124,0.1772514615702568
125,0.14085979631934872
126,0.16779897100196278
127,0.1361952741971968
128,0.15758739881636696
129,0.08338120567403365
130,0.15768481226719674
131,0.16867087086207055
132,0.1759063817770796
133,0.21417036598217604
134,0.1535435926710486
135,0.12797242716461985
136,0.18826074987018374
137,0.18868075398804046
138,0.1611932688858902
139,0.2092209930388307
140,0.2005909540122902
141,0.22671510152950358
142,0.16328075328285085
143,0.20994179498052304
144,0.12775252497817746
145,0.14596701297424042
146,0.1860578728649369
147,0.18647948167581413
148,0.17413568367884946
149,0.14568537807607407
150,0.19042961221428345
151,0.0813097879100016
152,0.16467376514091556
153,0.20699605649356548
154,0.16463778304944088
155,0.19784832314649564
156,0.10649784538774312
157,0.10792243775204256
158,0.06977592835444534
159,0.16062845478089974
160,0.1585544363681559
161,0.1465478085659094
162,0.13512915264214048
163,0.18658173965480496
164,0.08891992915343994
165,0.1289334713905782
166,0.10224482776541033
167,0.11042354328147622
168,0.14895054690085563
169,0.12220595897815559
170,0.1431716516457353
171,0.13519000009551868
172,0.24123814416835385
173,0.1602426312859805
174,0.12928727308703708
