sample,value
0,-2.5898718921094837
1,-0.908626623044529
2,0.14417163300028335
3,0.9121484611046649
4,1.407103902000049
5,1.860773536484031
6,2.075789690987447
7,2.7021790879703724
8,2.8465569406398066
9,2.8812685704051724
10,2.9302631591006234
11,2.925429291792189
12,2.8960729772569747
13,2.90017701705373
14,2.9028718805480715
15,2.862386656121357
16,2.940874630588852
17,2.9075650724834996
18,2.9078552098590262
19,2.95958768986473
20,2.935261827390569
21,2.893427124486822
22,2.8731461054658554
23,2.879284690568833
24,2.852678364746033
25,2.9001736082589176
26,2.873942630907495
27,2.8891299984817125
28,2.839008410247922
29,2.8759863315351635
30,2.8823780317602634
31,2.91865672643598
32,2.9032839377880757
33,2.921415118108111
34,2.9348095799227916
35,2.952268610573401
36,2.9233645909997543
37,2.8757332710482895
38,2.8386625799125422
39,2.8756330519756306
40,2.9071219615382335
41,2.902121958534306
42,2.9393167418645643
43,2.9333638042737022
44,2.9146351429988515
45,2.902898364141017
46,2.8654798105109927
47,2.926190149970287
48,2.9195044997531023
49,2.911528769511201
50,2.8848216304608947
51,2.9006672749243037
52,2.963202369593824
53,2.932804627363109
54,2.9141158197829973
55,2.924778676950063
56,2.930469808012805
57,2.9537382822598466
58,2.9149778762334684
59,2.910330224619648
60,2.9748149968924738
61,2.8981054131384205
62,2.8828020279566404
63,2.8553293579050396
64,2.9068589847715645
65,2.874026162115599
66,2.8755300849610093
67,2.913750108883405
68,2.9712595121589245
69,2.942167579000208
70,2.908691909599059
71,2.8836626352062735
72,2.903014551743946
73,2.9200036775976623
74,2.864725271956535
75,2.920309957245959
76,2.9586147352589114
77,2.890769952469828
78,2.927091303162399
79,2.8959597360676006
80,2.912595641567581
81,2.8703620881077985
82,2.903398899656188
83,2.896588294725256
84,2.922144238029085
85,2.8965980918466783
86,2.8929953530587382
87,2.9331676970867693
88,2.93580586368868
89,2.879208954534474
90,2.8864072473302467
91,2.9803355633042226
92,2.935808963565748
93,2.928727553456948
94,2.9064722869151516
95,2.846405169375516
96,2.939278870571984
97,2.848080549924034
98,2.905578034825974
99,2.8546781217664616
100,2.905382445625716
101,2.8915604833861073
102,2.9322946692519043
103,2.9087392006860853
104,2.98257540871427
105,2.913364620480079
106,2.9126959060197315
107,2.9170830155426186
108,2.878507307011516
109,2.865090320563496
110,2.9192877966590345
111,2.943170760658623
112,2.905560730752513
113,2.941063077424606
114,2.8538437135480486
115,2.9280505452002448
116,2.9576592684992584
117,2.8823332253322866
118,2.936405821954322
119,2.8573441144834906
120,2.935088809387833
121,2.9578540627960344
122,2.881828672773562
123,2.8892840825032935
124,2.9101704834047
125,2.912090995946985
126,2.9128949553864594
127,2.9064398620317093
128,2.9511650115569745
129,2.939620714644445
130,2.913651757817533
131,2.9005506601906066
132,2.9333302738906117
133,2.8891140770722217
134,2.943985829075761
135,2.9203058866292864
136,2.887598864995527
137,2.8850724689902907
138,2.9284471273185213
139,2.8460959643717803
140,2.910150255574455
141,2.8828150071517964
142,2.8834552021228657
143,2.922985688554294
144,2.8963541029263506
145,2.9144289456234245
146,2.8898929962163713
147,2.9192246851007115
148,2.896981537798903
149,2.9310865680924505
150,2.88381624978616
151,2.9475241761001794
152,2.903894418853212
153,2.877917631868456
154,2.9432096818255444
155,2.9073299862982047
156,2.952459583396075
157,2.9678357955432326
158,2.9740988119859844
159,2.903344759461897
160,2.9157782899694435
161,2.9143119627365657
162,2.9272802061180543
163,2.866675388767012
164,2.970640538963088
165,2.942258060245882
166,2.917725873544846
167,2.944625879803579
168,2.8949138556057745
169,2.970424643935849
170,2.9242475178722693
171,2.918933932657586
172,2.8659236119953486
173,2.9014823314050093
174,2.919776364275953
175,2.919663414853209
176,2.904535794129346
177,2.9012309093925177
178,2.9148447417081176
179,2.9621243632808825
180,2.9584195207755166
181,2.9227374015402647
182,2.9239598271671428
183,2.897213385110207
184,2.9060309262045068
185,2.8871050883373615
186,2.9108224472170887
187,2.8862662344275525
188,2.92716066081511
189,2.8778254294491985
190,2.919330531372573
191,2.9264105338982302
192,2.939232332500395
193,2.9186696303373516
194,2.887719545808949
195,2.857480425878572
196,2.949000757941568
197,2.8735969831893424
198,2.9273832647420557
199,2.9423816809371717
200,2.868944777413296
201,2.847146380176165
202,2.910370810520039
203,2.8864963158914154
204,2.904665809528737
205,2.8885800172299874
206,2.9257471037804827
207,2.907395830951604
208,2.9121617738611305
209,2.916391559899103
210,2.8986186308414292
211,2.870548989222676
212,2.92278286528301
213,2.9028018339310178
214,2.921496741544609
215,2.962804346322675
216,2.9288452938261287
217,2.935557504206469
218,2.8857276903656217
219,2.868540755479399
220,2.9499245878554787
221,2.8538888294962597
222,2.877206336806932
223,2.8718451845965274
224,2.9317608517229137
225,2.9469551711526165
226,2.9554428317499237
227,2.951700889959257
228,2.894910742854433
229,2.889831873818289
230,2.8813089147058366
231,2.867015443314565
232,2.980013390379868
233,2.9874892135765463
234,2.9034355741225526
235,2.900775667570355
236,2.9256934910523573
237,2.8843703232311695
238,2.931046899130232
239,2.956505696819331
240,2.89804509355832
241,2.885048873461312
242,2.895041579962967
243,2.8962096585416193
244,2.924332541665403
245,2.9190886693372304
246,2.852230238271212
247,2.8935642097599548
248,2.9079749207545302
249,2.8949351483653536
250,2.9473275040949036
251,2.8740774158281477
252,2.93837217458493
253,2.881051286992156
254,2.9200661403091486
255,2.9061971744054547
256,2.92218330921936
257,2.9090893829501856
258,2.926917841234621
259,2.910601968081754
260,2.8830606788048896
261,2.906178840227697
262,2.9044281589088348
263,2.884249784209455
264,2.9199810703057443
265,2.857571877336096
266,2.881569342017809
267,2.9206133835016725
268,2.914621622928357
269,2.925546679860396
270,2.905197278420164
271,2.92577489764922
272,2.884885920263695
273,2.8747132465063605
274,2.890190017842399
275,2.8756572604122517
276,2.9249156729130283
277,2.9238775363509566
278,2.9153484390700872
279,2.9394384773108193
280,2.910118242010799
281,2.947501866984655
282,2.9076129603491014
