sample,value
0,0.43112256508959756
1,0.7053836517707017
2,0.43542960447000084
3,0.7596778990567546
4,0.09722446342318394
5,0.33796891363538295
6,0.21877009889739935
7,0.3393172457179038
8,0.3650261754988844
9,0.418351428515934
10,0.5845504274743945
11,0.274247791700915
12,0.16726727032114874
13,0.24223668193292233
14,0.23326369837308528
15,0.23910042553391067
16,0.37457665923345745
17,0.4775073556171472
18,0.1829143520548327
19,0.11747094154993787
20,0.7883989324373228
21,0.4237509609730211
22,0.20717972057314293
23,0.21686457368801748
24,0.19398116492156803
25,0.0645116242189538
26,0.11633278436749656
27,0.1584505464921815
28,0.08973381407272557
29,0.09874434099503068
30,0.49242900472923523
31,0.45059693473890605
32,0.08140279612388623
33,0.2189971053833309
34,0.08087106300909674
35,0.15993939467264245
36,0.1061849843056855
37,0.12173309313033132
38,0.26899629193166724
39,0.06969025005553353
40,0.1650577737222897
41,0.07388808525964113
42,0.2602161318542382
43,0.3678728822197896
44,0.05244346739266383
45,0.03959779671104341
46,0.27066574739267396
47,0.092425182637404
48,0.13711650325880287
49,0.09945358730270101
50,0.30897009544732823
51,0.3630470387731235
52,0.33549950876875634
53,0.22197457537065776
54,0.13869480976715431
55,0.2171255540489242
56,0.6012768788281109
57,0.4785769730671454
58,0.152674786800532
59,0.18714514492377562
60,0.09775752118246768
61,0.14082142463398384
62,0.271034405197354
63,0.23899206132392808
64,0.24709607233879044
65,0.3812005852089573
66,0.21497405910998257
67,0.11810800304147012
68,0.09262295870841405
69,0.4506385951828715
70,0.21154033145792045
71,0.12332661473068551
72,0.11306660675738532
73,0.17436144266830508
74,0.09655724021531503
75,0.11343301413759349
76,0.1382668381069483
77,0.1530734375120798
78,0.36340715365380394
79,0.1822356840059477
80,0.18144771215910982
81,0.2534716416420246
82,0.18274077503025724
83,0.05157253025882591
84,0.07538790495498776
85,0.09323223384470526
86,0.08439513633617943
87,0.222332736086023
88,0.3145583263464129
89,0.11658089387942189
90,0.23377642403964088
91,0.10993828067218608
92,0.03841901353283153
93,0.07231558514092218
94,0.10400514795723603
95,0.09907028729879713
96,0.12993933367060745
97,0.24299803901972528
98,0.16391497556819812
99,0.160584184012344
100,0.050931947482608986
101,0.47215078336628236
102,0.2242121222740246
103,0.23233807605999432
104,0.3110222463386596
105,0.05797339043369132
106,0.06004219500567523
107,0.093884265318015
108,0.0818687682695868
109,0.42346967955654513
110,0.27886163438118355
111,0.3856705121545368
112,0.12399162304652384
113,0.07989333766958803
114,0.1696644598457288
115,0.09043758202455021
116,0.1079045117024594
117,0.20629330897663362
118,0.07771435270515148
119,1.194030933397853
120,0.2508682153181636
121,0.16710532798894898
122,0.34504249278569704
123,0.23490713717621192
124,0.31195402440634795
125,0.6522452216133166
126,0.5769906039546333
127,0.2287892902067723
128,0.18482101658054906
129,0.24903183570300297
130,0.18370633504389597
131,0.10413786074391615
132,0.12579848932821727
133,0.1413337364552929
134,0.2040841077450973
135,0.14771656372914355
136,0.13709484305527866
137,0.10491124642245783
138,0.14096354127498245
139,0.130781252107599
140,0.1068092768201344
141,0.39663190319431424
142,0.34134161591541134
143,0.23893452978445173
144,0.11631588532263804
145,0.16392190830613962
146,0.07767898406774537
147,0.2786213702012811
148,0.07852519243937103
149,0.11939509676822929
150,0.23711042814509165
151,0.0885625988534211
152,0.1940080109104379
153,0.16176757722073554
154,0.1563071509680621
155,0.38444167237824844
156,0.20359467222820893
157,0.17314646772397924
158,0.33047698809527126
159,0.3424504909101972
160,0.22225953084160244
161,0.3025679616217672
162,0.35438397201433935
163,0.286062172309693
164,0.9809195994806039
165,0.5997289558265828
166,0.30565064980027645
167,0.1873925299259976
168,0.1512366899536425
169,0.2682605743384473
170,0.5139203711557254
171,0.15934614490916604
172,0.3367207569342233
173,0.18684837147871974
174,0.38408775619880275
175,0.08879766553302237
176,0.1741999797063146
177,0.22201982740785733
178,0.3964528717873903
179,0.1115261116634938
180,0.19521389817815538
181,0.09006303287599889
182,0.207651767294881
183,0.2175866009228046
184,0.21358817800345442
185,0.12341002064253243
186,0.07584897606176053
187,0.38827322945157117
188,0.09247689922299862
189,0.23432593709782346
190,0.24953536568781043
191,0.10033912523747757
192,0.1505210308561475
193,0.09230833158350815
194,0.1692615695372326
195,0.09166051010202231
196,0.15534647639069765
197,0.20152005278070736
198,0.1716456773519245
199,0.12621316082193307
200,0.08178015318481549
201,0.6160204327314542
202,0.27901423411058757
203,0.29626248651334064
204,0.258564602642477
205,0.29840219842098137
206,0.0902693357865583
207,0.25294950710201575
208,0.5533610345918979
209,0.2782558770529414
210,0.266944194090162
211,0.17486890416963824
212,0.13701270232598384
213,0.4533266713072559
214,0.2873721331484903
215,0.3909070945290851
216,0.1486962797732735
217,0.1470424817225003
218,0.08867165723601667
219,0.12224940374133368
220,0.1496272551622456
221,0.16584280836336418
222,0.33414594049579116
223,0.49623967823301984
224,0.46688868293019864
225,0.21325114454600191
226,0.07352621256474416
227,0.1488109841513723
228,0.3631074931673947
229,0.10808763910468154
230,0.09198449074063376
231,0.09339558917971494
232,0.10052708358126916
233,0.13684675060913717
234,0.3209085503678942
235,0.1466136991613524
236,0.07304977419444836
237,0.3233734731136455
238,0.2765869454573324
239,0.1429314003805934
240,0.17877922304806423
241,0.15126409602446156
242,0.11835202448389809
243,0.16789038555026628
244,0.06562442545609393
245,0.07703619417375351
246,0.2690857123147035
247,0.3423614834166368
248,0.3595668522882285
249,0.1939469893232044
250,0.9050243040763828
251,0.196154389814388
252,0.4291020702909162
253,0.39457268408514923
254,0.6058280327026999
255,0.335790741567092
256,0.22455737919329644
257,0.39765836154842304
258,0.18296646151625962
259,0.2692127927302009
260,0.9869933736051184
261,0.363741083486883
262,0.11757199395204199
263,0.3778414709651913
264,0.4441643926982768
265,0.5183827285017345
266,0.3967653056671461
267,0.1357931858294788
268,0.1346239954339279
269,0.11273754786565443
270,0.24863030015655874
271,0.17316112284836976
272,0.12389332211810955
273,0.1394725633081031
274,0.37767618548549
275,0.16933764435598675
276,0.5310488581793801
277,0.2383863890655027
278,0.493304328280014
279,0.2659803760335693
280,0.20020402966549394
281,0.08502257037736397
282,0.2726204310631807
283,0.061376856988758055
284,0.12208311248147903
285,0.08775333806497829
286,0.32011489240229984
287,0.5074580432215399
288,0.3249222154909778
289,0.27534703581619985
290,0.194314375220632
291,0.25150622511893317
292,0.07976586026087762
293,0.19119150798502443
294,0.2856499351826861
295,0.3916207861091985
296,0.38044718727660637
297,0.13627479401052509
298,0.2472011560898319
299,0.47845689328586516
300,0.18665586482651286
301,0.10639349246503585
302,0.20894101780557944
303,0.15019566166364529
304,0.0621620781803055
305,0.15286593912629198
306,0.06080199764633598
307,0.1607457252998247
308,0.09904510185082566
309,0.30670513503103786
310,0.3056334133331561
311,0.08691158687972832
312,0.4415947024037088
313,0.10182226714520909
314,0.12608747305548607
315,0.15246174747717622
316,0.0881481931077542
317,0.6670786319156297
318,0.3784667950433118
319,0.8052738833605992
320,0.18395911436185453
321,0.23723318745062166
322,0.12810727866557128
323,0.12613218271467208
324,0.1613362579554719
325,0.9407208511602541
326,0.21617273604368847
327,0.06443236796347551
328,0.11620062002360836
329,0.20268959103931866
330,0.08815370145407192
331,0.15605500524224702
332,0.11580721280070874
333,0.20505794757028836
334,0.2029342352720198
335,0.40836755938590474
336,0.07576045783233298
337,0.40770151248187925
338,0.12376039630315483
339,0.06464109078190364
340,0.23701240646724853
341,0.1288995682637175
342,0.4567109098761218
343,0.17257727600802586
344,0.21625176559332213
345,0.1986254218949488
346,0.20277113046686288
347,0.260096935248199
348,0.21305194270498778
349,0.1259955903672373
350,0.04625902881952315
351,0.24375640197401605
352,0.1652005115456774
353,0.08252269834752618
354,0.21811881681613055
355,0.06836881509625152
356,0.25979734544580346
357,0.1444960478179534
358,0.36008599801918806
359,0.0803310893780953
360,0.16671914328689857
361,0.1326719802994113
362,0.08320957581429633
363,0.06699514588085814
364,0.11300977675299953
365,0.11667801447635025
366,0.12159636335281271
367,0.12086554035213926
368,0.47539671062720795
369,0.12039202919243548
370,0.08454612773478169
371,0.08121636146565475
372,0.1744374381353376
373,0.058854052771882645
374,0.08132904773632901
375,0.1533524938326835
376,0.26532418294340243
377,0.20053515032201413
378,0.2595424821299906
379,0.12136234420352199
380,0.10718677483031269
381,0.05253717706440829
382,0.14426027760554655
383,0.27479819872572187
384,0.17230841722883106
385,0.09810170665738632
386,0.11517592467067345
387,0.08443852436459842
388,0.2882647477021383
389,0.36885195057627196
390,0.3884570118375319
391,0.11731775722443027
392,0.07927920450204107
393,0.13412403991629318
394,0.08521190270452236
395,0.1052004589920787
396,0.1916347690012573
397,0.058819423297097946
398,0.08921062178874287
399,0.13090203763677724
400,0.22854949607811612
401,0.21807594905368283
402,0.21184033651057868
403,0.5413830821833608
404,0.0712131837929561
405,0.3463888503398624
406,0.575797373209266
407,0.17439910280760137
408,0.8459813920930296
409,0.15410836824558927
410,0.2164935863459984
411,0.21069898592975916
412,0.19160595570533578
413,0.24676871923310856
414,0.09218236769341018
415,0.1564276590859217
416,0.1870176100174295
417,0.11691811323984583
418,0.10745467857289703
419,0.0856500877773004
420,0.22659412969862214
421,0.09217981074025461
422,0.32971997619510796
423,0.1140603465555361
424,0.0729397772926828
425,0.08645594746212158
426,0.10035273327306754
427,0.053925910040223776
428,0.1402687429800897
429,0.13530143919307636
430,0.2060963317207185
431,0.10080006795842222
432,0.16712836840468012
433,0.21706676925771995
434,0.5340814945925523
435,0.3965974651487659
436,0.706868591341971
437,0.1382784229273188
438,0.26544399992104245
439,0.164029641955438
440,0.1338092826172702
441,0.4345455153788098
442,0.16780696168229334
443,0.18337429494367435
444,0.147829561101937
445,0.1305568138107154
446,0.12919756631830553
447,0.17683068274954472
448,0.4672077967171949
449,0.44643032919367975
450,0.10474526359973224
451,0.3303287150305745
452,0.25942940993454033
453,0.260239914680248
454,0.10621113052433176
455,0.2584463657174829
456,0.08492735192593259
457,0.32119128100659233
458,0.23731004530740685
459,0.18024303288387028
460,0.28701625923133267
461,0.1360116342114117
462,0.25257162853386694
463,0.394872415550077
464,0.13307135507834345
465,0.33433201541794144
466,0.3559173757657377
467,0.32172167694275533
468,0.07700485872202173
469,0.25899388279739366
470,0.10709506760202644
471,0.23779368097618717
472,0.05543042628523173
473,0.12296407727919748
474,0.12710589250921078
475,0.0340037844637658
476,0.24279992964360825
477,0.25177795560749683
478,0.414989557760476
479,0.4842012171991429
480,0.09137475432105914
481,0.048512707704163355
482,0.12468126653607703
483,0.09758135332666484
484,0.2888014008768486
485,1.0438060421616342
486,0.46654297417066665
487,0.3805879640479838
488,0.12464576683393058
489,0.11600847853993973
490,0.2749920642824977
491,0.3458675981546605
492,0.3492109147610214
493,0.12786373719542998
494,0.2015485778548018
495,0.09658965342349246
496,0.09644043780323314
497,0.10678770826710249
498,0.13990505552662685
499,0.22181885485809744
500,0.37087606319737176
501,0.12700242904669112
502,0.10737419637364583
503,0.07026284126849658
504,0.2895070804803262
505,0.20840784673605162
506,0.07058871034036415
507,0.07069658822781744
508,0.16513992228388769
509,0.15020249004122263
510,0.13945762030610534
511,0.12440903098675452
512,0.289052997842428
513,0.16971187376167246
514,0.22385963274174636
515,0.1592411509219302
516,0.10267861334101344
517,0.12773434239770406
518,0.1634953055102571
519,0.46563456747218
520,0.08713185601409135
521,0.22423076001027034
522,0.28883498716630185
523,0.3783210308152664
524,0.060164452919471
525,0.23526027005239972
526,0.19917490553863526
527,0.1429224811633866
528,0.3659533632225136
529,0.17431994072641685
530,0.05611671278768854
531,0.09699582228608163
532,0.2090513813152416
533,0.08253608144195529
534,0.2018518505837436
535,0.2665517372989624
536,0.1782967302458388
537,0.0534950887057389
538,0.1917834760764222
539,0.11473371906537688
540,0.07098463475642039
541,0.08170570727764158
542,0.11459561087946958
543,0.08725503801398966
544,0.14869937252057508
545,0.14380264542793453
546,0.15430482176833876
547,0.2602839214419769
548,0.11561488960311792
549,0.451582943362155
550,0.6879295958917095
551,0.2168758922460089
552,0.5358180753658661
553,0.2653595848018435
554,0.17680350379863374
555,0.31626637578613637
556,0.09958253876007796
557,0.3496985440078618
558,0.3842020009336736
559,0.12550618294263927
560,0.11254672967652057
561,0.1901161617053802
562,0.09221682562103445
563,0.333429895303991
564,0.11035548107296131
565,0.1752480667918446
566,0.1315553791111151
567,0.09626886335511042
568,0.2276916751186106
569,0.31525450501029034
570,0.09415920141709799
571,0.17377233702513062
572,0.26186475493507666
573,0.07376344554473974
574,0.08715386479309788
575,0.35209962782966997
576,0.10475287649706816
577,0.20613684646765085
578,0.30060731573134636
579,0.297541364121253
580,0.20997118900190737
581,0.1958622515824607
582,0.12957521104152042
583,0.31760834916983727
584,0.05001089880857246
585,0.0852888844592897
586,0.041898035004625904
587,0.2778492259388537
588,0.09422986914863851
589,0.5292955456059327
590,0.17597577767075773
591,0.16633303449708256
592,0.1700118063510429
593,0.12439740241369529
594,0.2008296252934669
595,0.22238555547370176
596,0.17075330362358848
597,0.1371115341710371
598,0.2810864194107151
599,0.10866597651422377
600,0.050052526184084574
601,0.09785250818999885
602,0.11872011838364428
603,0.11481270273143573
604,0.1355421110705175
605,0.159812595991209
606,0.16295925320370494
607,0.1097265351161994
608,0.08460865902320991
609,0.17981697271579455
610,0.21045424737986035
611,0.2754669869947962
612,0.1658403264560766
613,0.10833842609845845
614,0.10075728609846488
615,0.31982083217315477
616,0.1475735257319837
617,0.08711870640697914
618,0.08909191674407778
619,0.1149816334706961
620,0.040659848847707514
621,0.20351228261852405
622,0.17019730227506785
623,0.20561945677228677
624,0.2796018317631096
625,0.2902951695517454
626,0.09071723654127997
627,0.07715306487322694
628,0.103826806790908
629,0.1073525241317438
630,0.06913993412032628
631,0.11668668271751248
632,0.09682349221507443
633,0.20190052117791263
634,0.061467822369095204
635,0.1420237428939145
636,0.3446412374534267
637,0.26302245260304424
638,0.1782493538889388
639,0.07841025290528937
640,0.05761869473072048
641,0.10756227778142413
642,0.16217133419363436
643,0.19813365452292145
644,0.1635216686923031
645,0.33411274540753344
646,0.1576714911031698
647,0.16795793422344843
648,0.10587012880606242
649,0.06904993168887785
650,0.15959194522911788
651,0.07055057551073912
652,0.20906977872970317
653,0.16301172928953556
654,0.14877646142138007
655,0.08704330238481006
656,0.23355815344323633
657,0.27246909500843297
658,0.5292214541878972
659,0.11617987896969706
660,0.21289298722218158
661,0.21851535584665843
662,0.6237203119345771
663,0.3543659604315321
664,0.08122871891091848
665,0.08333118292289471
666,0.07539214242591646
667,0.3148087083770523
668,0.08656943626819447
669,0.12264931574293225
670,0.04127413052541648
671,0.2437467898760335
672,0.49253813977787586
673,0.638900687759208
674,0.26321009020188385
675,0.08692204425395045
676,0.24060778913650632
677,0.17152996519333036
678,0.15154582745891765
679,0.17744561892045946
680,0.08179755750758372
681,0.21376185202102865
682,0.07033504198836937
683,0.1641599248583244
684,0.1036142845016665
685,0.13149538121802415
686,0.11367152191084917
687,0.13664664016692257
688,0.28892551522128984
689,0.04667432093724009
690,0.166419475349589
691,0.08201774328910244
692,0.10890654817518322
693,0.09938010312330192
694,0.09740103002709534
695,0.19379112527213155
696,0.22019480275149278
697,0.09955093688565803
698,0.2738074697118842
699,0.06364277410054242
700,0.07574019860801076
701,0.12735449795475087
702,0.6878957079323976
703,0.2133702615104584
704,0.13437736242748735
705,0.08794270123728817
706,0.1295104817247955
707,0.1799720217096496
708,0.18585331545841027
